Date,ProductID,ProductName,SupplierID,Quantity,CostPrice,SellPrice,StockQty,MinStock,PromotionFlag,HolidayFlag
2023-04-09,P002,Milk 1L,S02,35,35,50,157,50,0,1
2023-04-09,P003,Wheat 5kg,S01,39,180,230,63,40,0,1
2023-04-09,P004,Sugar 1kg,S03,26,40,60,126,60,0,1
2023-04-10,P001,Rice 5kg,S01,11,200,250,89,30,1,0
2023-04-10,P002,Milk 1L,S02,31,35,50,162,50,1,0
2023-04-10,P003,Wheat 5kg,S01,18,180,230,147,40,0,0
2023-04-10,P004,Sugar 1kg,S03,49,40,60,68,60,0,0
2023-04-11,P001,Rice 5kg,S01,28,200,250,136,30,0,0
2023-04-11,P002,Milk 1L,S02,18,35,50,171,50,0,0
2023-04-11,P003,Wheat 5kg,S01,41,180,230,186,40,0,0
2023-04-11,P004,Sugar 1kg,S03,28,40,60,117,60,0,0
2023-04-12,P001,Rice 5kg,S01,23,200,250,76,30,0,0
2023-04-12,P002,Milk 1L,S02,51,35,50,186,50,0,0
2023-04-12,P003,Wheat 5kg,S01,38,180,230,78,40,0,0
2023-04-12,P004,Sugar 1kg,S03,36,40,60,146,60,0,0
2023-04-13,P001,Rice 5kg,S01,34,200,250,33,30,0,0
2023-04-13,P002,Milk 1L,S02,48,35,50,116,50,0,0
2023-04-13,P003,Wheat 5kg,S01,34,180,230,108,40,0,0
2023-04-13,P004,Sugar 1kg,S03,27,40,60,31,60,0,0
2023-04-14,P001,Rice 5kg,S01,30,200,250,104,30,0,0
2023-04-14,P002,Milk 1L,S02,17,35,50,123,50,0,0
2023-04-14,P003,Wheat 5kg,S01,30,180,230,99,40,1,0
2023-04-14,P004,Sugar 1kg,S03,17,40,60,180,60,0,0
2023-04-15,P001,Rice 5kg,S01,23,200,250,126,30,0,1
2023-04-15,P002,Milk 1L,S02,41,35,50,51,50,0,1
2023-04-15,P003,Wheat 5kg,S01,22,180,230,23,40,1,1
2023-04-15,P004,Sugar 1kg,S03,43,40,60,88,60,0,1
2023-04-16,P001,Rice 5kg,S01,36,200,250,28,30,1,1
2023-04-16,P002,Milk 1L,S02,17,35,50,158,50,1,1
2023-04-16,P003,Wheat 5kg,S01,16,180,230,150,40,1,1
2023-04-16,P004,Sugar 1kg,S03,32,40,60,180,60,0,1
2023-04-17,P001,Rice 5kg,S01,40,200,250,77,30,0,0
2023-04-17,P002,Milk 1L,S02,34,35,50,88,50,1,0
2023-04-17,P003,Wheat 5kg,S01,31,180,230,85,40,0,0
2023-04-17,P004,Sugar 1kg,S03,40,40,60,167,60,0,0
2023-04-18,P001,Rice 5kg,S01,9,200,250,86,30,0,0
2023-04-18,P002,Milk 1L,S02,29,35,50,40,50,0,0
2023-04-18,P003,Wheat 5kg,S01,30,180,230,156,40,0,0
2023-04-18,P004,Sugar 1kg,S03,29,40,60,153,60,0,0
2023-04-19,P001,Rice 5kg,S01,26,200,250,65,30,0,0
2023-04-19,P002,Milk 1L,S02,43,35,50,166,50,1,0
2023-04-19,P003,Wheat 5kg,S01,23,180,230,187,40,0,0
2023-04-19,P004,Sugar 1kg,S03,52,40,60,102,60,1,0
2023-04-20,P001,Rice 5kg,S01,14,200,250,138,30,0,0
2023-04-20,P002,Milk 1L,S02,35,35,50,185,50,0,0
2023-04-20,P003,Wheat 5kg,S01,34,180,230,83,40,0,0
2023-04-20,P004,Sugar 1kg,S03,40,40,60,97,60,0,0
2023-04-21,P001,Rice 5kg,S01,18,200,250,105,30,1,0
2023-04-21,P002,Milk 1L,S02,21,35,50,177,50,0,0
2023-04-21,P003,Wheat 5kg,S01,20,180,230,39,40,0,0
2023-04-21,P004,Sugar 1kg,S03,47,40,60,156,60,0,0
2023-04-22,P001,Rice 5kg,S01,25,200,250,166,30,1,1
2023-04-22,P002,Milk 1L,S02,37,35,50,198,50,0,1
2023-04-22,P003,Wheat 5kg,S01,11,180,230,95,40,0,1
2023-04-22,P004,Sugar 1kg,S03,27,40,60,110,60,0,1
2023-04-23,P001,Rice 5kg,S01,8,200,250,172,30,0,1
2023-04-23,P002,Milk 1L,S02,22,35,50,143,50,0,1
2023-04-23,P003,Wheat 5kg,S01,37,180,230,161,40,0,1
2023-04-23,P004,Sugar 1kg,S03,24,40,60,68,60,0,1
2023-04-24,P001,Rice 5kg,S01,6,200,250,109,30,0,0
2023-04-24,P002,Milk 1L,S02,22,35,50,36,50,0,0
2023-04-24,P003,Wheat 5kg,S01,49,180,230,30,40,0,0
2023-04-24,P004,Sugar 1kg,S03,14,40,60,20,60,0,0
2023-04-25,P001,Rice 5kg,S01,27,200,250,128,30,0,0
2023-04-25,P002,Milk 1L,S02,49,35,50,110,50,0,0
2023-04-25,P003,Wheat 5kg,S01,34,180,230,194,40,1,0
2023-04-25,P004,Sugar 1kg,S03,20,40,60,146,60,0,0
2023-04-26,P001,Rice 5kg,S01,37,200,250,103,30,1,0
2023-04-26,P002,Milk 1L,S02,13,35,50,186,50,0,0
2023-04-26,P003,Wheat 5kg,S01,41,180,230,94,40,0,0
2023-04-26,P004,Sugar 1kg,S03,26,40,60,21,60,0,0
2023-04-27,P001,Rice 5kg,S01,12,200,250,100,30,0,0
2023-04-27,P002,Milk 1L,S02,18,35,50,64,50,0,0
2023-04-27,P003,Wheat 5kg,S01,37,180,230,172,40,0,0
2023-04-27,P004,Sugar 1kg,S03,55,40,60,165,60,0,0
2023-04-28,P001,Rice 5kg,S01,15,200,250,127,30,0,0
2023-04-28,P002,Milk 1L,S02,11,35,50,60,50,0,0
2023-04-28,P003,Wheat 5kg,S01,59,180,230,76,40,0,0
2023-04-28,P004,Sugar 1kg,S03,42,40,60,175,60,0,0
2023-04-29,P001,Rice 5kg,S01,21,200,250,165,30,0,1
2023-04-29,P002,Milk 1L,S02,46,35,50,132,50,0,1
2023-04-29,P003,Wheat 5kg,S01,14,180,230,84,40,0,1
2023-04-29,P004,Sugar 1kg,S03,14,40,60,173,60,0,1
2023-04-30,P001,Rice 5kg,S01,29,200,250,78,30,0,1
2023-04-30,P002,Milk 1L,S02,31,35,50,56,50,1,1
2023-04-30,P003,Wheat 5kg,S01,45,180,230,37,40,1,1
2023-04-30,P004,Sugar 1kg,S03,36,40,60,41,60,0,1
2023-05-01,P001,Rice 5kg,S01,45,200,250,128,30,0,0
2023-05-01,P002,Milk 1L,S02,31,35,50,179,50,0,0
2023-05-01,P003,Wheat 5kg,S01,27,180,230,63,40,1,0
2023-05-01,P004,Sugar 1kg,S03,11,40,60,43,60,1,0
2023-05-02,P001,Rice 5kg,S01,24,200,250,198,30,0,0
2023-05-02,P002,Milk 1L,S02,53,35,50,171,50,0,0
2023-05-02,P003,Wheat 5kg,S01,51,180,230,24,40,0,0
2023-05-02,P004,Sugar 1kg,S03,56,40,60,110,60,1,0
2023-05-03,P001,Rice 5kg,S01,18,200,250,168,30,0,0
2023-05-03,P002,Milk 1L,S02,39,35,50,39,50,0,0
2023-05-03,P003,Wheat 5kg,S01,21,180,230,71,40,1,0
2023-05-03,P004,Sugar 1kg,S03,41,40,60,170,60,0,0
2023-05-04,P001,Rice 5kg,S01,28,200,250,198,30,1,0
2023-05-04,P002,Milk 1L,S02,34,35,50,23,50,1,0
2023-05-04,P003,Wheat 5kg,S01,37,180,230,135,40,0,0
2023-05-04,P004,Sugar 1kg,S03,25,40,60,50,60,0,0
2023-05-05,P001,Rice 5kg,S01,53,200,250,86,30,0,0
2023-05-05,P002,Milk 1L,S02,28,35,50,171,50,0,0
2023-05-05,P003,Wheat 5kg,S01,54,180,230,38,40,0,0
2023-05-05,P004,Sugar 1kg,S03,41,40,60,154,60,0,0
2023-05-06,P001,Rice 5kg,S01,52,200,250,56,30,0,1
2023-05-06,P002,Milk 1L,S02,21,35,50,146,50,1,1
2023-05-06,P003,Wheat 5kg,S01,46,180,230,28,40,0,1
2023-05-06,P004,Sugar 1kg,S03,22,40,60,121,60,0,1
2023-05-07,P001,Rice 5kg,S01,11,200,250,192,30,0,1
2023-05-07,P002,Milk 1L,S02,28,35,50,187,50,0,1
2023-05-07,P003,Wheat 5kg,S01,49,180,230,85,40,0,1
2023-05-07,P004,Sugar 1kg,S03,24,40,60,53,60,0,1
2023-05-08,P001,Rice 5kg,S01,14,200,250,74,30,1,0
2023-05-08,P002,Milk 1L,S02,39,35,50,164,50,0,0
2023-05-08,P003,Wheat 5kg,S01,23,180,230,76,40,0,0
2023-05-08,P004,Sugar 1kg,S03,49,40,60,93,60,0,0
2023-05-09,P001,Rice 5kg,S01,18,200,250,133,30,0,0
2023-05-09,P002,Milk 1L,S02,32,35,50,98,50,0,0
2023-05-09,P003,Wheat 5kg,S01,10,180,230,53,40,0,0
2023-05-09,P004,Sugar 1kg,S03,47,40,60,68,60,0,0
2023-05-10,P001,Rice 5kg,S01,33,200,250,37,30,0,0
2023-05-10,P002,Milk 1L,S02,57,35,50,27,50,0,0
2023-05-10,P003,Wheat 5kg,S01,21,180,230,175,40,0,0
2023-05-10,P004,Sugar 1kg,S03,6,40,60,181,60,0,0
2023-05-11,P001,Rice 5kg,S01,43,200,250,75,30,1,0
2023-05-11,P002,Milk 1L,S02,36,35,50,176,50,0,0
2023-05-11,P003,Wheat 5kg,S01,43,180,230,194,40,0,0
2023-05-11,P004,Sugar 1kg,S03,37,40,60,43,60,0,0
2023-05-12,P001,Rice 5kg,S01,22,200,250,159,30,1,0
2023-05-12,P002,Milk 1L,S02,24,35,50,47,50,1,0
2023-05-12,P003,Wheat 5kg,S01,43,180,230,124,40,0,0
2023-05-12,P004,Sugar 1kg,S03,21,40,60,50,60,0,0
2023-05-13,P001,Rice 5kg,S01,20,200,250,119,30,0,1
2023-05-13,P002,Milk 1L,S02,41,35,50,55,50,0,1
2023-05-13,P003,Wheat 5kg,S01,58,180,230,47,40,0,1
2023-05-13,P004,Sugar 1kg,S03,15,40,60,32,60,0,1
2023-05-14,P001,Rice 5kg,S01,19,200,250,93,30,0,1
2023-05-14,P002,Milk 1L,S02,57,35,50,100,50,0,1
2023-05-14,P003,Wheat 5kg,S01,17,180,230,135,40,0,1
2023-05-14,P004,Sugar 1kg,S03,37,40,60,175,60,0,1
2023-05-15,P001,Rice 5kg,S01,19,200,250,194,30,1,0
2023-05-15,P002,Milk 1L,S02,36,35,50,172,50,0,0
2023-05-15,P003,Wheat 5kg,S01,14,180,230,35,40,0,0
2023-05-15,P004,Sugar 1kg,S03,46,40,60,70,60,0,0
2023-05-16,P001,Rice 5kg,S01,25,200,250,64,30,0,0
2023-05-16,P002,Milk 1L,S02,18,35,50,176,50,0,0
2023-05-16,P003,Wheat 5kg,S01,36,180,230,191,40,0,0
2023-05-16,P004,Sugar 1kg,S03,35,40,60,94,60,1,0
2023-05-17,P001,Rice 5kg,S01,42,200,250,109,30,0,0
2023-05-17,P002,Milk 1L,S02,42,35,50,102,50,0,0
2023-05-17,P003,Wheat 5kg,S01,19,180,230,175,40,0,0
2023-05-17,P004,Sugar 1kg,S03,8,40,60,66,60,0,0
2023-05-18,P001,Rice 5kg,S01,28,200,250,71,30,0,0
2023-05-18,P002,Milk 1L,S02,58,35,50,34,50,0,0
2023-05-18,P003,Wheat 5kg,S01,44,180,230,81,40,1,0
2023-05-18,P004,Sugar 1kg,S03,28,40,60,22,60,0,0
2023-05-19,P001,Rice 5kg,S01,38,200,250,127,30,1,0
2023-05-19,P002,Milk 1L,S02,17,35,50,38,50,0,0
2023-05-19,P003,Wheat 5kg,S01,40,180,230,78,40,0,0
2023-05-19,P004,Sugar 1kg,S03,39,40,60,181,60,0,0
2023-05-20,P001,Rice 5kg,S01,19,200,250,190,30,0,1
2023-05-20,P002,Milk 1L,S02,30,35,50,105,50,0,1
2023-05-20,P003,Wheat 5kg,S01,58,180,230,190,40,0,1
2023-05-20,P004,Sugar 1kg,S03,57,40,60,110,60,0,1
2023-05-21,P001,Rice 5kg,S01,39,200,250,28,30,0,1
2023-05-21,P002,Milk 1L,S02,50,35,50,108,50,0,1
2023-05-21,P003,Wheat 5kg,S01,11,180,230,182,40,0,1
2023-05-21,P004,Sugar 1kg,S03,49,40,60,37,60,1,1
2023-05-22,P001,Rice 5kg,S01,39,200,250,87,30,1,0
2023-05-22,P002,Milk 1L,S02,5,35,50,60,50,0,0
2023-05-22,P003,Wheat 5kg,S01,11,180,230,198,40,0,0
2023-05-22,P004,Sugar 1kg,S03,25,40,60,66,60,1,0
2023-05-23,P001,Rice 5kg,S01,44,200,250,151,30,1,0
2023-05-23,P002,Milk 1L,S02,29,35,50,155,50,0,0
2023-05-23,P003,Wheat 5kg,S01,29,180,230,87,40,0,0
2023-05-23,P004,Sugar 1kg,S03,44,40,60,43,60,1,0
2023-05-24,P001,Rice 5kg,S01,49,200,250,23,30,0,0
2023-05-24,P002,Milk 1L,S02,19,35,50,128,50,0,0
2023-05-24,P003,Wheat 5kg,S01,11,180,230,80,40,0,0
2023-05-24,P004,Sugar 1kg,S03,26,40,60,188,60,1,0
2023-05-25,P001,Rice 5kg,S01,34,200,250,120,30,0,0
2023-05-25,P002,Milk 1L,S02,32,35,50,142,50,1,0
2023-05-25,P003,Wheat 5kg,S01,43,180,230,35,40,0,0
2023-05-25,P004,Sugar 1kg,S03,45,40,60,181,60,0,0
2023-05-26,P001,Rice 5kg,S01,15,200,250,36,30,0,0
2023-05-26,P002,Milk 1L,S02,26,35,50,84,50,0,0
2023-05-26,P003,Wheat 5kg,S01,37,180,230,186,40,0,0
2023-05-26,P004,Sugar 1kg,S03,6,40,60,145,60,0,0
2023-05-27,P001,Rice 5kg,S01,50,200,250,160,30,0,1
2023-05-27,P002,Milk 1L,S02,32,35,50,194,50,0,1
2023-05-27,P003,Wheat 5kg,S01,8,180,230,119,40,0,1
2023-05-27,P004,Sugar 1kg,S03,12,40,60,135,60,0,1
2023-05-28,P001,Rice 5kg,S01,22,200,250,78,30,0,1
2023-05-28,P002,Milk 1L,S02,7,35,50,46,50,0,1
2023-05-28,P003,Wheat 5kg,S01,42,180,230,166,40,0,1
2023-05-28,P004,Sugar 1kg,S03,23,40,60,191,60,0,1
2023-05-29,P001,Rice 5kg,S01,34,200,250,26,30,0,0
2023-05-29,P002,Milk 1L,S02,13,35,50,91,50,0,0
2023-05-29,P003,Wheat 5kg,S01,18,180,230,46,40,0,0
2023-05-29,P004,Sugar 1kg,S03,13,40,60,97,60,0,0
2023-05-30,P001,Rice 5kg,S01,38,200,250,38,30,0,0
2023-05-30,P002,Milk 1L,S02,8,35,50,52,50,0,0
2023-05-30,P003,Wheat 5kg,S01,18,180,230,166,40,0,0
2023-05-30,P004,Sugar 1kg,S03,29,40,60,101,60,1,0
2023-05-31,P001,Rice 5kg,S01,9,200,250,36,30,0,0
2023-05-31,P002,Milk 1L,S02,10,35,50,196,50,0,0
2023-05-31,P003,Wheat 5kg,S01,13,180,230,117,40,0,0
2023-05-31,P004,Sugar 1kg,S03,27,40,60,185,60,1,0
2023-06-01,P001,Rice 5kg,S01,35,200,250,167,30,0,0
2023-06-01,P002,Milk 1L,S02,20,35,50,72,50,0,0
2023-06-01,P003,Wheat 5kg,S01,11,180,230,92,40,0,0
2023-06-01,P004,Sugar 1kg,S03,13,40,60,21,60,1,0
2023-06-02,P001,Rice 5kg,S01,5,200,250,72,30,1,0
2023-06-02,P002,Milk 1L,S02,42,35,50,41,50,0,0
2023-06-02,P003,Wheat 5kg,S01,42,180,230,132,40,0,0
2023-06-02,P004,Sugar 1kg,S03,13,40,60,148,60,0,0
2023-06-03,P001,Rice 5kg,S01,23,200,250,51,30,0,1
2023-06-03,P002,Milk 1L,S02,37,35,50,73,50,0,1
2023-06-03,P003,Wheat 5kg,S01,39,180,230,34,40,1,1
2023-06-03,P004,Sugar 1kg,S03,14,40,60,60,60,0,1
2023-06-04,P001,Rice 5kg,S01,24,200,250,170,30,0,1
2023-06-04,P002,Milk 1L,S02,36,35,50,195,50,1,1
2023-06-04,P003,Wheat 5kg,S01,19,180,230,77,40,0,1
2023-06-04,P004,Sugar 1kg,S03,26,40,60,121,60,0,1
2023-06-05,P001,Rice 5kg,S01,36,200,250,92,30,0,0
2023-06-05,P002,Milk 1L,S02,31,35,50,116,50,1,0
2023-06-05,P003,Wheat 5kg,S01,17,180,230,142,40,0,0
2023-06-05,P004,Sugar 1kg,S03,48,40,60,56,60,0,0
2023-06-06,P001,Rice 5kg,S01,33,200,250,158,30,0,0
2023-06-06,P002,Milk 1L,S02,19,35,50,80,50,0,0
2023-06-06,P003,Wheat 5kg,S01,43,180,230,74,40,0,0
2023-06-06,P004,Sugar 1kg,S03,50,40,60,57,60,0,0
2023-06-07,P001,Rice 5kg,S01,27,200,250,40,30,0,0
2023-06-07,P002,Milk 1L,S02,7,35,50,159,50,0,0
2023-06-07,P003,Wheat 5kg,S01,28,180,230,141,40,1,0
2023-06-07,P004,Sugar 1kg,S03,40,40,60,74,60,1,0
2023-06-08,P001,Rice 5kg,S01,48,200,250,77,30,1,0
2023-06-08,P002,Milk 1L,S02,38,35,50,25,50,0,0
2023-06-08,P003,Wheat 5kg,S01,41,180,230,24,40,0,0
2023-06-08,P004,Sugar 1kg,S03,24,40,60,177,60,0,0
2023-06-09,P001,Rice 5kg,S01,27,200,250,106,30,0,0
2023-06-09,P002,Milk 1L,S02,31,35,50,104,50,0,0
2023-06-09,P003,Wheat 5kg,S01,19,180,230,52,40,0,0
2023-06-09,P004,Sugar 1kg,S03,50,40,60,157,60,0,0
2023-06-10,P001,Rice 5kg,S01,36,200,250,30,30,0,1
2023-06-10,P002,Milk 1L,S02,25,35,50,171,50,0,1
2023-06-10,P003,Wheat 5kg,S01,17,180,230,38,40,0,1
2023-06-10,P004,Sugar 1kg,S03,53,40,60,197,60,0,1
2023-06-11,P001,Rice 5kg,S01,28,200,250,195,30,1,1
2023-06-11,P002,Milk 1L,S02,38,35,50,45,50,1,1
2023-06-11,P003,Wheat 5kg,S01,20,180,230,190,40,0,1
2023-06-11,P004,Sugar 1kg,S03,13,40,60,179,60,0,1
2023-06-12,P001,Rice 5kg,S01,25,200,250,105,30,1,0
2023-06-12,P002,Milk 1L,S02,15,35,50,188,50,1,0
2023-06-12,P003,Wheat 5kg,S01,14,180,230,147,40,0,0
2023-06-12,P004,Sugar 1kg,S03,34,40,60,98,60,0,0
2023-06-13,P001,Rice 5kg,S01,25,200,250,98,30,0,0
2023-06-13,P002,Milk 1L,S02,39,35,50,102,50,0,0
2023-06-13,P003,Wheat 5kg,S01,21,180,230,81,40,0,0
2023-06-13,P004,Sugar 1kg,S03,22,40,60,110,60,0,0
2023-06-14,P001,Rice 5kg,S01,13,200,250,111,30,0,0
2023-06-14,P002,Milk 1L,S02,49,35,50,172,50,0,0
2023-06-14,P003,Wheat 5kg,S01,19,180,230,192,40,0,0
2023-06-14,P004,Sugar 1kg,S03,41,40,60,63,60,0,0
2023-06-15,P001,Rice 5kg,S01,18,200,250,153,30,0,0
2023-06-15,P002,Milk 1L,S02,22,35,50,40,50,0,0
2023-06-15,P003,Wheat 5kg,S01,53,180,230,81,40,0,0
2023-06-15,P004,Sugar 1kg,S03,25,40,60,123,60,0,0
2023-06-16,P001,Rice 5kg,S01,51,200,250,157,30,0,0
2023-06-16,P002,Milk 1L,S02,25,35,50,197,50,0,0
2023-06-16,P003,Wheat 5kg,S01,34,180,230,132,40,0,0
2023-06-16,P004,Sugar 1kg,S03,48,40,60,80,60,0,0
2023-06-17,P001,Rice 5kg,S01,34,200,250,32,30,0,1
2023-06-17,P002,Milk 1L,S02,13,35,50,151,50,0,1
2023-06-17,P003,Wheat 5kg,S01,18,180,230,155,40,0,1
2023-06-17,P004,Sugar 1kg,S03,26,40,60,139,60,1,1
2023-06-18,P001,Rice 5kg,S01,14,200,250,176,30,0,1
2023-06-18,P002,Milk 1L,S02,18,35,50,57,50,0,1
2023-06-18,P003,Wheat 5kg,S01,34,180,230,128,40,0,1
2023-06-18,P004,Sugar 1kg,S03,32,40,60,168,60,0,1
2023-06-19,P001,Rice 5kg,S01,17,200,250,178,30,0,0
2023-06-19,P002,Milk 1L,S02,37,35,50,118,50,1,0
2023-06-19,P003,Wheat 5kg,S01,19,180,230,44,40,0,0
2023-06-19,P004,Sugar 1kg,S03,43,40,60,93,60,0,0
2023-06-20,P001,Rice 5kg,S01,29,200,250,171,30,0,0
2023-06-20,P002,Milk 1L,S02,40,35,50,78,50,0,0
2023-06-20,P003,Wheat 5kg,S01,35,180,230,172,40,0,0
2023-06-20,P004,Sugar 1kg,S03,40,40,60,74,60,1,0
2023-06-21,P001,Rice 5kg,S01,42,200,250,106,30,0,0
2023-06-21,P002,Milk 1L,S02,37,35,50,102,50,0,0
2023-06-21,P003,Wheat 5kg,S01,17,180,230,169,40,0,0
2023-06-21,P004,Sugar 1kg,S03,32,40,60,167,60,0,0
2023-06-22,P001,Rice 5kg,S01,44,200,250,31,30,0,0
2023-06-22,P002,Milk 1L,S02,43,35,50,109,50,0,0
2023-06-22,P003,Wheat 5kg,S01,23,180,230,85,40,1,0
2023-06-22,P004,Sugar 1kg,S03,39,40,60,62,60,0,0
2023-06-23,P001,Rice 5kg,S01,9,200,250,147,30,0,0
2023-06-23,P002,Milk 1L,S02,28,35,50,64,50,1,0
2023-06-23,P003,Wheat 5kg,S01,40,180,230,92,40,1,0
2023-06-23,P004,Sugar 1kg,S03,24,40,60,138,60,0,0
2023-06-24,P001,Rice 5kg,S01,30,200,250,39,30,0,1
2023-06-24,P002,Milk 1L,S02,30,35,50,30,50,0,1
2023-06-24,P003,Wheat 5kg,S01,12,180,230,39,40,0,1
2023-06-24,P004,Sugar 1kg,S03,24,40,60,103,60,1,1
2023-06-25,P001,Rice 5kg,S01,39,200,250,170,30,0,1
2023-06-25,P002,Milk 1L,S02,13,35,50,157,50,0,1
2023-06-25,P003,Wheat 5kg,S01,48,180,230,120,40,0,1
2023-06-25,P004,Sugar 1kg,S03,8,40,60,146,60,1,1
2023-06-26,P001,Rice 5kg,S01,36,200,250,29,30,0,0
2023-06-26,P002,Milk 1L,S02,35,35,50,106,50,0,0
2023-06-26,P003,Wheat 5kg,S01,36,180,230,125,40,0,0
2023-06-26,P004,Sugar 1kg,S03,42,40,60,195,60,0,0
2023-06-27,P001,Rice 5kg,S01,18,200,250,186,30,0,0
2023-06-27,P002,Milk 1L,S02,50,35,50,101,50,0,0
2023-06-27,P003,Wheat 5kg,S01,18,180,230,90,40,0,0
2023-06-27,P004,Sugar 1kg,S03,20,40,60,108,60,0,0
2023-06-28,P001,Rice 5kg,S01,41,200,250,109,30,1,0
2023-06-28,P002,Milk 1L,S02,16,35,50,185,50,1,0
2023-06-28,P003,Wheat 5kg,S01,47,180,230,169,40,0,0
2023-06-28,P004,Sugar 1kg,S03,38,40,60,118,60,1,0
2023-06-29,P001,Rice 5kg,S01,22,200,250,88,30,0,0
2023-06-29,P002,Milk 1L,S02,34,35,50,146,50,0,0
2023-06-29,P003,Wheat 5kg,S01,24,180,230,196,40,0,0
2023-06-29,P004,Sugar 1kg,S03,18,40,60,148,60,0,0
2023-06-30,P001,Rice 5kg,S01,23,200,250,128,30,1,0
2023-06-30,P002,Milk 1L,S02,13,35,50,32,50,0,0
2023-06-30,P003,Wheat 5kg,S01,42,180,230,21,40,0,0
2023-06-30,P004,Sugar 1kg,S03,24,40,60,101,60,0,0
2023-07-01,P001,Rice 5kg,S01,35,200,250,100,30,0,1
2023-07-01,P002,Milk 1L,S02,32,35,50,72,50,0,1
2023-07-01,P003,Wheat 5kg,S01,40,180,230,130,40,0,1
2023-07-01,P004,Sugar 1kg,S03,49,40,60,51,60,0,1
2023-07-02,P001,Rice 5kg,S01,46,200,250,61,30,0,1
2023-07-02,P002,Milk 1L,S02,21,35,50,179,50,0,1
2023-07-02,P003,Wheat 5kg,S01,31,180,230,153,40,0,1
2023-07-02,P004,Sugar 1kg,S03,47,40,60,134,60,0,1
2023-07-03,P001,Rice 5kg,S01,40,200,250,36,30,0,0
2023-07-03,P002,Milk 1L,S02,43,35,50,56,50,1,0
2023-07-03,P003,Wheat 5kg,S01,11,180,230,77,40,0,0
2023-07-03,P004,Sugar 1kg,S03,41,40,60,123,60,0,0
2023-07-04,P001,Rice 5kg,S01,32,200,250,59,30,0,0
2023-07-04,P002,Milk 1L,S02,16,35,50,151,50,0,0
2023-07-04,P003,Wheat 5kg,S01,26,180,230,95,40,0,0
2023-07-04,P004,Sugar 1kg,S03,22,40,60,86,60,0,0
2023-07-05,P001,Rice 5kg,S01,21,200,250,29,30,0,0
2023-07-05,P002,Milk 1L,S02,39,35,50,132,50,0,0
2023-07-05,P003,Wheat 5kg,S01,27,180,230,194,40,0,0
2023-07-05,P004,Sugar 1kg,S03,37,40,60,151,60,0,0
2023-07-06,P001,Rice 5kg,S01,9,200,250,150,30,0,0
2023-07-06,P002,Milk 1L,S02,41,35,50,135,50,0,0
2023-07-06,P003,Wheat 5kg,S01,35,180,230,65,40,0,0
2023-07-06,P004,Sugar 1kg,S03,25,40,60,132,60,0,0
2023-07-07,P001,Rice 5kg,S01,38,200,250,170,30,0,0
2023-07-07,P002,Milk 1L,S02,47,35,50,80,50,0,0
2023-07-07,P003,Wheat 5kg,S01,40,180,230,21,40,0,0
2023-07-07,P004,Sugar 1kg,S03,47,40,60,186,60,0,0
2023-07-08,P001,Rice 5kg,S01,16,200,250,50,30,0,1
2023-07-08,P002,Milk 1L,S02,21,35,50,120,50,0,1
2023-07-08,P003,Wheat 5kg,S01,6,180,230,189,40,1,1
2023-07-08,P004,Sugar 1kg,S03,31,40,60,36,60,0,1
2023-07-09,P001,Rice 5kg,S01,28,200,250,97,30,1,1
2023-07-09,P002,Milk 1L,S02,38,35,50,162,50,1,1
2023-07-09,P003,Wheat 5kg,S01,41,180,230,182,40,0,1
2023-07-09,P004,Sugar 1kg,S03,21,40,60,181,60,0,1
2023-07-10,P001,Rice 5kg,S01,12,200,250,78,30,0,0
2023-07-10,P002,Milk 1L,S02,33,35,50,63,50,0,0
2023-07-10,P003,Wheat 5kg,S01,33,180,230,182,40,0,0
2023-07-10,P004,Sugar 1kg,S03,23,40,60,141,60,1,0
2023-07-11,P001,Rice 5kg,S01,45,200,250,90,30,0,0
2023-07-11,P002,Milk 1L,S02,9,35,50,77,50,0,0
2023-07-11,P003,Wheat 5kg,S01,33,180,230,87,40,0,0
2023-07-11,P004,Sugar 1kg,S03,30,40,60,192,60,0,0
2023-07-12,P001,Rice 5kg,S01,50,200,250,155,30,0,0
2023-07-12,P002,Milk 1L,S02,56,35,50,27,50,0,0
2023-07-12,P003,Wheat 5kg,S01,51,180,230,49,40,0,0
2023-07-12,P004,Sugar 1kg,S03,25,40,60,145,60,0,0
2023-07-13,P001,Rice 5kg,S01,11,200,250,112,30,1,0
2023-07-13,P002,Milk 1L,S02,40,35,50,141,50,0,0
2023-07-13,P003,Wheat 5kg,S01,56,180,230,139,40,0,0
2023-07-13,P004,Sugar 1kg,S03,14,40,60,100,60,0,0
2023-07-14,P001,Rice 5kg,S01,13,200,250,169,30,0,0
2023-07-14,P002,Milk 1L,S02,19,35,50,156,50,0,0
2023-07-14,P003,Wheat 5kg,S01,31,180,230,92,40,0,0
2023-07-14,P004,Sugar 1kg,S03,36,40,60,135,60,0,0
2023-07-15,P001,Rice 5kg,S01,44,200,250,131,30,0,1
2023-07-15,P002,Milk 1L,S02,26,35,50,77,50,0,1
2023-07-15,P003,Wheat 5kg,S01,37,180,230,29,40,0,1
2023-07-15,P004,Sugar 1kg,S03,17,40,60,145,60,1,1
2023-07-16,P001,Rice 5kg,S01,17,200,250,37,30,1,1
2023-07-16,P002,Milk 1L,S02,32,35,50,61,50,0,1
2023-07-16,P003,Wheat 5kg,S01,23,180,230,78,40,0,1
2023-07-16,P004,Sugar 1kg,S03,22,40,60,143,60,0,1
